Submission id;Participant id;Status;Custom study tncs accepted at;Started at;Completed at;Reviewed at;Archived at;Time taken;Completion code;Total approvals;Fluent languages;Age;Sex;Ethnicity simplified;Country of birth;Country of residence;Nationality;Language;Student status;Employment status
683ed060779ff0b70e1c4742;577929c16243180001ea8ef8;APPROVED;Not Applicable;2025-06-03T10:37:30.425000Z;2025-06-03T10:47:48.518000Z;2025-06-03T10:47:51.191000Z;2025-06-03T10:47:49.384806Z;619.0;72AAC84F;1203;English, Chinese;27;Male;Asian;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
683ed06f2f3359bb828673e9;6717d1d0d323342f71f132bd;APPROVED;Not Applicable;2025-06-03T10:37:38.397000Z;2025-06-03T10:48:49.122000Z;2025-06-03T10:48:49.667000Z;2025-06-03T10:48:49.587222Z;671.0;72AAC84F;305;English;27;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed074f9bf8a32b619b57f;67a7393ea99d3b729631855c;APPROVED;Not Applicable;2025-06-03T10:37:43.475000Z;2025-06-03T10:46:09.438000Z;2025-06-03T10:46:10.090000Z;2025-06-03T10:46:09.997770Z;506.0;72AAC84F;227;English;27;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed07807fa8450dd248b87;6787b34ef6db7f72402d1798;APPROVED;Not Applicable;2025-06-03T10:38:27.903000Z;2025-06-03T10:51:25.340000Z;2025-06-03T10:51:26.021000Z;2025-06-03T10:51:25.922326Z;778.0;72AAC84F;24;English;32;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed07c47525bc0ec32ca9b;5b54b867e689060001c89fa5;APPROVED;Not Applicable;2025-06-03T10:37:53.663000Z;2025-06-03T10:47:54.323000Z;2025-06-03T10:47:55.006000Z;2025-06-03T10:47:54.888570Z;601.0;72AAC84F;373;English;29;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed0c39ef741894bbf7599;57375b4912d1d8000e35ebc4;APPROVED;Not Applicable;2025-06-03T10:45:11.593000Z;2025-06-03T10:55:37.571000Z;2025-06-03T10:55:38.184000Z;2025-06-03T10:55:38.112638Z;626.0;72AAC84F;655;English;29;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Not in paid work (e.g. homemaker', 'retired or disabled)
683ed0c4f0a647600870fe8e;601c277aabe00c6bc759bf69;APPROVED;Not Applicable;2025-06-03T10:40:46.437000Z;2025-06-03T11:01:52.973000Z;2025-06-03T11:01:53.741000Z;2025-06-03T11:01:53.666488Z;1267.0;72AAC84F;2944;English;29;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed0c5a6e368f367a04341;5e70bd5480f43a0009625d4c;APPROVED;Not Applicable;2025-06-03T10:39:21.180000Z;2025-06-03T10:52:08.734000Z;2025-06-03T10:52:09.469000Z;2025-06-03T10:52:09.388981Z;768.0;72AAC84F;2091;English;25;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed0c69208fc2c0921c2fb;62e25115fb932baf4a93173f;APPROVED;Not Applicable;2025-06-03T10:39:46.961000Z;2025-06-03T10:50:35.574000Z;2025-06-03T10:50:36.323000Z;2025-06-03T10:50:36.253922Z;649.0;72AAC84F;2430;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
683ed0c6ea63babb62af7c37;5c4f5967aac8be0001716a65;APPROVED;Not Applicable;2025-06-03T10:39:03.990000Z;2025-06-03T10:46:36.450000Z;2025-06-03T10:46:37.057000Z;2025-06-03T10:46:36.958988Z;453.0;72AAC84F;6024;English;33;Male;White;Ireland;United Kingdom;Ireland;English;Yes;Full-Time
683ed0ccef968b944a2bef17;5ecf36da6c860334c1606977;APPROVED;Not Applicable;2025-06-03T10:39:08.801000Z;2025-06-03T11:32:26.013000Z;2025-06-03T11:32:27.079000Z;2025-06-03T11:32:26.972954Z;3198.0;72AAC84F;1077;English;31;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;DATA_EXPIRED
683ed0cdf2730eb99cbb4bd2;6658b1b56a1df274ee633fdc;APPROVED;Not Applicable;2025-06-03T10:44:37.017000Z;2025-06-03T10:55:48.453000Z;2025-06-03T10:55:49.059000Z;2025-06-03T10:55:48.978912Z;672.0;72AAC84F;336;English;20;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
683ed0efa82e003e15f76b65;664d1836e3fcacd468ac361d;APPROVED;Not Applicable;2025-06-03T10:40:10.673000Z;2025-06-03T11:00:41.394000Z;2025-06-03T11:00:42.079000Z;2025-06-03T11:00:41.962278Z;1231.0;72AAC84F;934;English, Urdu, Punjabi;27;Female;Asian;Pakistan;United Kingdom;United Kingdom;English;No;Part-Time
683ed0f28bc4c9affa2ca964;5f3a7e7b3a55e009ff81175e;APPROVED;Not Applicable;2025-06-03T10:39:46.540000Z;2025-06-03T10:50:38.294000Z;2025-06-03T10:50:38.964000Z;2025-06-03T10:50:38.898420Z;652.0;72AAC84F;2034;English;33;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Unemployed (and job seeking)
683ed0fd0f8fc85e88e3ca6b;62cbf0028db66fbb9a89e1ca;APPROVED;Not Applicable;2025-06-03T10:40:15.777000Z;2025-06-03T10:49:21.037000Z;2025-06-03T10:49:21.643000Z;2025-06-03T10:49:21.569331Z;546.0;72AAC84F;833;English;30;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
683ed13d4aadc7765bb80360;6426cfe964863ee2ff26642f;APPROVED;Not Applicable;2025-06-03T10:41:39.071000Z;2025-06-03T10:46:28.603000Z;2025-06-03T11:01:44.485000Z;2025-06-03T10:46:29.180236Z;290.0;72AAC84F;1495;English;31;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed13dab47e092b4b8e653;67c4cf035a34c6ef254906e2;APPROVED;Not Applicable;2025-06-03T10:41:11.792000Z;2025-06-03T11:00:11.761000Z;2025-06-03T11:00:15.322000Z;2025-06-03T11:00:12.441414Z;1140.0;72AAC84F;74;English;27;Male;Black;DATA_EXPIRED;United Kingdom;United Kingdom;English;DATA_EXPIRED;Full-Time
683ed140686917e9ff7705c0;5d19484f45650000018e9df2;APPROVED;Not Applicable;2025-06-03T10:41:08.155000Z;2025-06-03T10:49:04.403000Z;2025-06-03T10:49:05.048000Z;2025-06-03T10:49:04.968492Z;477.0;72AAC84F;361;English;20;Male;Mixed;United Kingdom;United Kingdom;United Kingdom;English;Yes;Unemployed (and job seeking)
683ed14117f2da202bc46223;67645f08789bda1a81f357b5;APPROVED;Not Applicable;2025-06-03T10:42:05.641000Z;2025-06-03T10:54:59.963000Z;2025-06-03T10:55:00.651000Z;2025-06-03T10:55:00.566673Z;775.0;72AAC84F;560;English;35;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed1619d8022bafa979ee3;637e81c7412aa8b5096fb176;APPROVED;Not Applicable;2025-06-03T10:41:41.467000Z;2025-06-03T10:54:38.980000Z;2025-06-03T10:54:39.621000Z;2025-06-03T10:54:39.529930Z;778.0;72AAC84F;1452;English;30;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed1d8d6ff6b7b6550bf33;5ea9d8084fd4251207546151;APPROVED;Not Applicable;2025-06-03T10:44:30.348000Z;2025-06-03T11:00:55.633000Z;2025-06-03T11:00:56.551000Z;2025-06-03T11:00:56.481210Z;986.0;72AAC84F;403;English;23;Female;White;United Kingdom;United Kingdom;United Kingdom;Scots;No;Full-Time
683ed25bb89707350f153cef;60e0613b1f66b6b6868ebe22;APPROVED;Not Applicable;2025-06-03T10:45:54.778000Z;2025-06-03T10:55:49.901000Z;2025-06-03T10:55:50.489000Z;2025-06-03T10:55:50.419245Z;596.0;72AAC84F;474;English;23;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
683ed2cca17b494d268276f6;67606392711c56c57996d9c0;APPROVED;Not Applicable;2025-06-03T10:47:46.716000Z;2025-06-03T10:54:25.331000Z;2025-06-03T10:59:44.667000Z;2025-06-03T10:54:25.879820Z;399.0;72AAC84F;119;English;18;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Unemployed (and job seeking)
683ed54c10787b649f111494;627a76b96bea55210aecbba9;APPROVED;Not Applicable;2025-06-03T10:58:20.103000Z;2025-06-03T11:06:50.075000Z;2025-06-03T11:06:50.705000Z;2025-06-03T11:06:50.612021Z;510.0;72AAC84F;944;English;34;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
683ed6a0e248532016a369f6;666ee5994b49ad9236867a62;APPROVED;Not Applicable;2025-06-03T11:04:38.488000Z;2025-06-03T11:19:15.869000Z;2025-06-03T11:19:16.901000Z;2025-06-03T11:19:16.806399Z;878.0;72AAC84F;1461;English, French, German, Greek, Italian, Portuguese, Scots, Spanish, Tagalog-Filipino, Welsh;28;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
