Submission id;Participant id;Status;Custom study tncs accepted at;Started at;Completed at;Reviewed at;Archived at;Time taken;Completion code;Total approvals;Fluent languages;Age;Sex;Ethnicity simplified;Country of birth;Country of residence;Nationality;Language;Student status;Employment status
6836c864ba81e82533d60bc2;67606186bb207f382c0f2a99;APPROVED;Not Applicable;2025-05-28T08:25:14.138000Z;2025-05-28T08:40:29.037000Z;2025-05-28T08:40:29.751000Z;2025-05-28T08:40:29.672553Z;915.0;72AAC84F;125;English;22;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c865845851b6f67f349f;5be1f57326f9ec00013f44e5;APPROVED;Not Applicable;2025-05-28T08:26:51.763000Z;2025-05-28T08:34:28.545000Z;2025-05-28T08:34:31.155000Z;2025-05-28T08:34:29.149640Z;457.0;72AAC84F;540;English;31;Male;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c865f87c905afa40a162;63469953c04a8b540b5749d2;APPROVED;Not Applicable;2025-05-28T08:28:21.971000Z;2025-05-28T08:39:10.424000Z;2025-05-28T08:39:11.095000Z;2025-05-28T08:39:10.998076Z;649.0;72AAC84F;675;English;20;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c866ed2b79e803acfd94;675e06422af6e9cb4bcbd459;APPROVED;Not Applicable;2025-05-28T08:25:27.321000Z;2025-05-28T08:32:30.993000Z;2025-06-02T09:52:22.076000Z;2025-05-28T08:32:31.524523Z;424.0;72AAC84F;913;English;35;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c867ad3185b4dca81c52;5f4e0155cf03293db269f873;APPROVED;Not Applicable;2025-05-28T08:30:55.531000Z;2025-05-28T08:40:41.817000Z;2025-05-28T08:40:42.529000Z;2025-05-28T08:40:42.444547Z;587.0;72AAC84F;1532;English;31;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c8699de68d2f0d642ea4;62a3b97d41ae082b602e815b;APPROVED;Not Applicable;2025-05-28T08:25:16.201000Z;2025-05-28T08:38:11.612000Z;2025-05-28T08:38:12.322000Z;2025-05-28T08:38:12.230288Z;776.0;72AAC84F;2907;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c86d507d05a367facd40;5f4538b6ffe9f50c3cbe3ae1;APPROVED;Not Applicable;2025-05-28T08:25:20.387000Z;2025-05-28T08:39:12.499000Z;2025-05-28T08:39:13.081000Z;2025-05-28T08:39:12.996695Z;833.0;72AAC84F;1307;English;24;Male;Asian;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c86ea2e42f5edc554189;654ce63caef8570597d450ff;APPROVED;Not Applicable;2025-05-28T08:25:22.554000Z;2025-05-28T08:30:19.181000Z;2025-06-02T09:52:22.365000Z;2025-05-28T08:30:19.714693Z;297.0;72AAC84F;1327;English;23;Male;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c86f8ecfa9262b836a38;5f86e6019a0cbc03afd4ac20;APPROVED;Not Applicable;2025-05-28T08:25:54.911000Z;2025-05-28T09:12:26.552000Z;2025-05-28T09:12:27.376000Z;2025-05-28T09:12:27.271698Z;2792.0;72AAC84F;641;English;27;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c872e88f6bb0f8fc2da7;5e96e85aa7f126177e00ea9f;APPROVED;Not Applicable;2025-05-28T08:25:26.534000Z;2025-05-28T08:34:15.012000Z;2025-05-28T08:34:15.702000Z;2025-05-28T08:34:15.621968Z;529.0;72AAC84F;1331;English;29;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Part-Time
6836c8743af73fbfaf07101b;63d9d5072e083033fc895df1;APPROVED;Not Applicable;2025-05-28T08:25:30.443000Z;2025-05-28T08:34:42.128000Z;2025-05-28T08:34:42.838000Z;2025-05-28T08:34:42.728863Z;552.0;72AAC84F;420;English;21;Male;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;Full-Time
6836c877ff19fe40805803f0;67a652ff9f6851365e540c1c;APPROVED;Not Applicable;2025-05-28T08:25:27.937000Z;2025-05-28T08:46:04.148000Z;2025-05-28T08:46:07.173000Z;2025-05-28T08:46:04.686174Z;1237.0;72AAC84F;427;English, French, Spanish;30;Male;Black;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
6836c87bc1e8ebcdb99ac7fd;6731d9499c6d15cea7910662;APPROVED;Not Applicable;2025-05-28T08:25:42.223000Z;2025-05-28T08:37:04.949000Z;2025-05-28T08:37:05.755000Z;2025-05-28T08:37:05.631333Z;683.0;72AAC84F;216;English, Swahili;31;Male;Black;Kenya;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c87d80dca17e1fd02f0d;64f3036a5b5f2feae0b1f51b;APPROVED;Not Applicable;2025-05-28T08:26:09.375000Z;2025-05-28T08:40:22.647000Z;2025-05-28T08:40:23.304000Z;2025-05-28T08:40:23.216884Z;854.0;72AAC84F;1468;English;34;Female;Other;Saint Helena;United Kingdom;United Kingdom;English;No;Other
6836c89441c045aa51b6ed4e;671cc126a2dea9226d3e8dc8;APPROVED;Not Applicable;2025-05-28T08:26:00.418000Z;2025-05-28T08:31:02.304000Z;2025-06-02T09:52:22.660000Z;2025-05-28T08:31:02.807966Z;302.0;72AAC84F;594;English;24;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c89b27d25f7c2576b86e;66477005eafd0918c63ed325;APPROVED;Not Applicable;2025-05-28T08:26:12.444000Z;2025-05-28T08:38:51.589000Z;2025-05-28T08:38:52.267000Z;2025-05-28T08:38:52.189983Z;760.0;72AAC84F;1053;English;27;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c8aa021c007a8033d51f;67e7ec335ba8f4a40ba03b6a;APPROVED;Not Applicable;2025-05-28T08:26:22.754000Z;2025-05-28T08:41:00.445000Z;2025-05-28T08:41:01.163000Z;2025-05-28T08:41:01.080106Z;878.0;72AAC84F;269;English;21;Male;Black;United Kingdom;United Kingdom;United Kingdom;English;No;Part-Time
6836c8b7d65111a37a03d095;665ee374604d2c5d4d858efd;APPROVED;Not Applicable;2025-05-28T08:26:34.635000Z;2025-05-28T08:35:52.182000Z;2025-05-28T08:35:52.874000Z;2025-05-28T08:35:52.781488Z;558.0;72AAC84F;1125;English;32;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c8b8753df00206fbb461;67758a5ff599a6b3e978ad3b;APPROVED;Not Applicable;2025-05-28T08:26:59.075000Z;2025-05-28T08:35:17.783000Z;2025-05-28T08:35:18.458000Z;2025-05-28T08:35:18.373936Z;499.0;72AAC84F;65;English;21;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
6836c8b9f252a17f91f7be48;5be494d022380b0001491336;APPROVED;Not Applicable;2025-05-28T08:26:37.083000Z;2025-05-28T08:37:56.018000Z;2025-05-28T08:37:56.926000Z;2025-05-28T08:37:56.856994Z;679.0;72AAC84F;1169;English;29;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8ba5ccf216d5d12009f;61646e7ec3accfb9d8334ad5;APPROVED;Not Applicable;2025-05-28T08:26:37.712000Z;2025-05-28T08:43:57.513000Z;2025-05-28T08:43:58.140000Z;2025-05-28T08:43:58.055787Z;1040.0;72AAC84F;1647;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8bbff349bd34a41a56b;5ba94943d08ab20001c8437a;APPROVED;Not Applicable;2025-05-28T08:26:58.471000Z;2025-05-28T08:39:21.131000Z;2025-05-28T08:39:21.841000Z;2025-05-28T08:39:21.756134Z;743.0;72AAC84F;743;English;35;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8c0e5c40fba5d5fa377;5e4feb8037713502e9ed364b;APPROVED;Not Applicable;2025-05-28T08:26:50.222000Z;2025-05-28T08:37:01.121000Z;2025-05-28T08:37:01.735000Z;2025-05-28T08:37:01.660042Z;611.0;72AAC84F;2784;English;23;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c8c227d25f7c2576b87d;63ed0d717ceb58b69ff6ce58;APPROVED;Not Applicable;2025-05-28T08:26:46.571000Z;2025-05-28T08:34:22.622000Z;2025-05-28T08:34:23.304000Z;2025-05-28T08:34:23.207163Z;457.0;72AAC84F;2042;English;34;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8c585bdd4f16570bd00;67becbc7425071ed32061ea8;APPROVED;Not Applicable;2025-05-28T08:27:39.814000Z;2025-05-28T08:52:56.164000Z;2025-05-28T08:52:56.941000Z;2025-05-28T08:52:56.809232Z;1517.0;72AAC84F;342;English;26;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
6836c8c9270aeb17ea1e974f;62a1979157e5b6c9a24af760;APPROVED;Not Applicable;2025-05-28T08:30:40.398000Z;2025-05-28T08:42:50.932000Z;2025-05-28T08:42:52.198000Z;2025-05-28T08:42:52.117566Z;731.0;72AAC84F;1379;English;29;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c8cc0562e89cb888be76;676578b520552faa04a8ef83;APPROVED;Not Applicable;2025-05-28T08:27:10.223000Z;2025-05-28T08:36:31.781000Z;2025-05-28T08:36:32.426000Z;2025-05-28T08:36:32.338919Z;562.0;72AAC84F;374;English, Albanian;31;Female;White;Albania;United Kingdom;Albania;Albanian;No;Full-Time
6836c8d5164b1998d68cac71;676056c4ad585b4aeebf6154;APPROVED;Not Applicable;2025-05-28T08:27:01.595000Z;2025-05-28T08:33:23.506000Z;2025-06-02T09:52:26.990000Z;2025-05-28T08:33:24.046453Z;382.0;72AAC84F;411;English;20;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Part-Time
6836c8d78ecfa9262b836a52;5bb0cc738f3bd70001e513e3;APPROVED;Not Applicable;2025-05-28T08:27:20.972000Z;2025-05-28T08:51:12.396000Z;2025-05-28T08:51:13.085000Z;2025-05-28T08:51:12.991984Z;1432.0;72AAC84F;2972;English;32;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8d81c131e84d1bca9ca;5f0db498f5e4e102c0f65b67;APPROVED;Not Applicable;2025-05-28T08:27:07.862000Z;2025-05-28T08:34:21.903000Z;2025-06-02T09:52:27.265000Z;2025-05-28T08:34:22.445890Z;435.0;72AAC84F;1546;English;21;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8d846edeef818554465;6036c14ba255f8279fd49cf8;APPROVED;Not Applicable;2025-05-28T08:27:08.503000Z;2025-05-28T08:33:08.012000Z;2025-06-02T09:52:23.535000Z;2025-05-28T08:33:08.588943Z;360.0;72AAC84F;1113;Bulgarian, English, German, Finnish;28;Male;White;Bulgaria;United Kingdom;United Kingdom;Bulgarian;No;Full-Time
6836c8d8aaa51f8b5042f135;67608d2d70780ff28f57fea0;APPROVED;Not Applicable;2025-05-28T08:28:10.566000Z;2025-05-28T08:41:19.704000Z;2025-05-28T08:41:20.376000Z;2025-05-28T08:41:20.299276Z;790.0;72AAC84F;286;English;23;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Not in paid work (e.g. homemaker', 'retired or disabled)
6836c8d8d3f48abe2c9e698a;63d1412396ee4fa133b52643;APPROVED;Not Applicable;2025-05-28T08:27:04.719000Z;2025-05-28T08:43:05.354000Z;2025-05-28T08:43:06.052000Z;2025-05-28T08:43:05.934379Z;961.0;72AAC84F;1947;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8da3af73fbfaf071032;628f86a4d49833cf00ff2606;APPROVED;Not Applicable;2025-05-28T08:28:28.144000Z;2025-05-28T08:42:26.695000Z;2025-05-28T08:42:27.740000Z;2025-05-28T08:42:27.600110Z;839.0;72AAC84F;1949;English;28;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8da45545aa1679f9641;5bdead73ed3acf0001666f03;APPROVED;Not Applicable;2025-05-28T08:27:19.039000Z;2025-05-28T08:34:11.065000Z;2025-06-02T09:52:23.864000Z;2025-05-28T08:34:11.519915Z;413.0;72AAC84F;1052;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c8da81fb4b4f353ecdc2;66b5172c8f0bd3b23ce66c22;APPROVED;Not Applicable;2025-05-28T08:27:42.467000Z;2025-05-28T08:35:10.164000Z;2025-06-02T09:52:27.564000Z;2025-05-28T08:35:10.720210Z;448.0;72AAC84F;334;English;28;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8dd0c65f40329b23f0c;66636514bc4749ad83a2adc8;APPROVED;Not Applicable;2025-05-28T08:27:49.674000Z;2025-05-28T08:34:40.599000Z;2025-06-02T09:52:24.156000Z;2025-05-28T08:34:41.155241Z;411.0;72AAC84F;1016;English, Latvian, Russian;31;Male;White;Latvia;United Kingdom;United Kingdom;English;No;Full-Time
6836c8de01458634732222b5;667a9bdad0e1a943ee3d04bb;APPROVED;Not Applicable;2025-05-28T08:27:13.238000Z;2025-05-28T08:49:15.193000Z;2025-05-28T08:49:17.192000Z;2025-05-28T08:49:15.797371Z;1322.0;72AAC84F;1209;English;26;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8de5278b6a2f0c8f49a;670e851632b444a56d13cfb8;APPROVED;Not Applicable;2025-05-28T08:27:10.129000Z;2025-05-28T08:48:53.769000Z;2025-05-28T08:48:54.399000Z;2025-05-28T08:48:54.298926Z;1304.0;72AAC84F;504;English;28;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;Part-Time
6836c8de7bf8b0559107abd9;66598d6e838231ffe9e1613b;APPROVED;Not Applicable;2025-05-28T08:28:42.294000Z;2025-05-28T08:53:25.997000Z;2025-05-28T08:53:28.620000Z;2025-05-28T08:53:26.629045Z;1484.0;72AAC84F;476;English;30;Female;Black;United Kingdom;United Kingdom;United Kingdom;English;No;Part-Time
6836c8de95ecb989a0666701;67936ef71361a451201f9717;APPROVED;Not Applicable;2025-05-28T08:27:10.835000Z;2025-05-28T08:34:24.919000Z;2025-06-02T09:52:24.439000Z;2025-05-28T08:34:25.453827Z;435.0;72AAC84F;501;English;30;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8e3dae3cbef44e6359e;67f0112e17debba4ad40107e;APPROVED;Not Applicable;2025-05-28T08:27:54.114000Z;2025-05-28T08:42:23.128000Z;2025-05-28T08:42:24.336000Z;2025-05-28T08:42:24.237928Z;870.0;72AAC84F;268;English;31;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;DATA_EXPIRED
6836c8e40be55e6aec8f5919;672e22142aab65aaeec4135f;APPROVED;Not Applicable;2025-05-28T08:27:30.547000Z;2025-05-28T08:51:57.935000Z;2025-05-28T08:52:01.012000Z;2025-05-28T08:51:58.574843Z;1468.0;72AAC84F;997;English;30;Male;Black;Nigeria;United Kingdom;United Kingdom;English;No;Full-Time
6836c8e8c67c01e85ffa8b4c;5c90bb590d21a20017ec455d;APPROVED;Not Applicable;2025-05-28T08:27:25.399000Z;2025-05-28T08:36:04.011000Z;2025-05-28T08:36:04.674000Z;2025-05-28T08:36:04.582464Z;519.0;72AAC84F;372;English;34;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Part-Time
6836c8e97553ab26017a4a5e;628781515f29a0394e23b15b;APPROVED;Not Applicable;2025-05-28T08:30:16.356000Z;2025-05-28T08:52:53.861000Z;2025-05-28T08:52:54.570000Z;2025-05-28T08:52:54.433650Z;1358.0;72AAC84F;3040;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;DATA_EXPIRED
6836c8ef57fd4e99de458ba4;62712a5f4a725b715e1b0520;APPROVED;Not Applicable;2025-05-28T08:27:30.788000Z;2025-05-28T08:39:00.034000Z;2025-05-28T08:39:00.646000Z;2025-05-28T08:39:00.560393Z;690.0;72AAC84F;687;English;24;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c8f242e30b8627250e34;6304db4577830d43f42d4d26;APPROVED;Not Applicable;2025-05-28T08:27:42.332000Z;2025-05-28T08:35:18.300000Z;2025-05-28T08:35:19.044000Z;2025-05-28T08:35:18.884919Z;456.0;72AAC84F;1078;English;28;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Unemployed (and job seeking)
6836c8f290c4ffbcacd53bb8;5eb326b506340e120aa20780;APPROVED;Not Applicable;2025-05-28T08:28:34.724000Z;2025-05-28T08:38:09.467000Z;2025-05-28T08:38:10.095000Z;2025-05-28T08:38:10.015226Z;575.0;72AAC84F;1872;English;30;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c8f9806494f50f90a011;676052f6702a204d95fdf6e3;APPROVED;Not Applicable;2025-05-28T08:27:39.797000Z;2025-05-28T08:34:42.302000Z;2025-06-02T09:52:27.850000Z;2025-05-28T08:34:42.797912Z;423.0;72AAC84F;28;English;25;Female;Mixed;United Kingdom;United Kingdom;United Kingdom;English;Yes;Unemployed (and job seeking)
6836c906b1f479c60525fd43;67e95b4ce056cb97ac8a5c21;APPROVED;Not Applicable;2025-05-28T08:27:50.839000Z;2025-05-28T08:41:09.021000Z;2025-05-28T08:41:09.610000Z;2025-05-28T08:41:09.517840Z;799.0;72AAC84F;296;English;29;Male;Black;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c90a9442b1b52121d3ef;66a3b3a3bc1615cd02211cf6;APPROVED;Not Applicable;2025-05-28T08:32:57.691000Z;2025-05-28T08:42:08.807000Z;2025-05-28T08:42:09.821000Z;2025-05-28T08:42:09.402861Z;552.0;72AAC84F;580;English;32;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Not in paid work (e.g. homemaker', 'retired or disabled)
6836c91586c7882189365f7a;67235c2ad270e37cfeeedc9a;APPROVED;Not Applicable;2025-05-28T08:30:01.204000Z;2025-05-28T08:37:05.083000Z;2025-06-02T09:52:24.753000Z;2025-05-28T08:37:05.683614Z;424.0;72AAC84F;687;English;33;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c919eefae6d7ccf0120c;5fff2877a99bcb65a14a223c;APPROVED;Not Applicable;2025-05-28T08:28:09.792000Z;2025-05-28T08:51:39.137000Z;2025-05-28T08:51:41.227000Z;2025-05-28T08:51:39.740026Z;1410.0;72AAC84F;1475;English;30;Male;Black;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c92773f381142d3d1bdd;5f0f2ff0762218000970c967;APPROVED;Not Applicable;2025-05-28T08:28:33.043000Z;2025-05-28T08:35:35.860000Z;2025-06-02T09:52:28.147000Z;2025-05-28T08:35:36.362188Z;423.0;72AAC84F;1201;English;28;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c929a35990df691e2a8e;66ca2d90ab22cf378a032c83;APPROVED;Not Applicable;2025-05-28T08:31:13.679000Z;2025-05-28T08:38:31.492000Z;2025-06-02T09:52:28.430000Z;2025-05-28T08:38:32.066879Z;438.0;72AAC84F;703;English;31;Female;Mixed;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c935dae3cbef44e635b7;6776815763e82f23fe4bcd40;APPROVED;Not Applicable;2025-05-28T08:30:27.499000Z;2025-05-28T08:41:08.031000Z;2025-05-28T08:41:08.757000Z;2025-05-28T08:41:08.637992Z;641.0;72AAC84F;92;English;29;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c9375c077e2e79821a45;6578943bda60b06de1ba4628;APPROVED;Not Applicable;2025-05-28T08:29:41.246000Z;2025-05-28T08:40:50.955000Z;2025-05-28T08:40:51.600000Z;2025-05-28T08:40:51.506977Z;670.0;72AAC84F;967;English;26;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c9391a5b499c63e51004;60f5917414ac7d222d22db64;APPROVED;Not Applicable;2025-05-28T08:28:50.107000Z;2025-05-28T08:35:20.642000Z;2025-06-02T09:52:28.730000Z;2025-05-28T08:35:21.192652Z;391.0;72AAC84F;2445;English;27;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Part-Time
6836c939cd0dcd1b039069fe;676db977f398d4be462fca83;APPROVED;Not Applicable;2025-05-28T08:28:45.663000Z;2025-05-28T08:37:46.371000Z;2025-05-28T08:37:47.018000Z;2025-05-28T08:37:46.921937Z;541.0;72AAC84F;216;English;30;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c93db76e67a59c46746a;5deed93eb235fc5888f1fcd5;APPROVED;Not Applicable;2025-05-28T08:31:59.971000Z;2025-05-28T08:50:55.408000Z;2025-05-28T08:50:56.098000Z;2025-05-28T08:50:56.001303Z;1136.0;72AAC84F;1583;English;35;Female;Black;United Kingdom;United Kingdom;United Kingdom;English;No;Unemployed (and job seeking)
6836c944a0f80a6039d5a374;59ce5e8358b7170001988282;APPROVED;Not Applicable;2025-05-28T08:30:57.083000Z;2025-05-28T08:38:48.302000Z;2025-05-28T08:38:48.914000Z;2025-05-28T08:38:48.842539Z;472.0;72AAC84F;348;English;33;Female;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c94ce359cf41e6275836;62d7fef5538b81f205ba4656;APPROVED;Not Applicable;2025-05-28T08:29:18.344000Z;2025-05-28T08:44:41.848000Z;2025-05-28T08:44:42.474000Z;2025-05-28T08:44:42.376280Z;924.0;72AAC84F;459;English;18;Male;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c94cf3e2b76b76c16ef3;5db04e016de3b000169c5d57;APPROVED;Not Applicable;2025-05-28T08:29:09.754000Z;2025-05-28T08:39:45.731000Z;2025-05-28T08:39:49.115000Z;2025-05-28T08:39:46.278993Z;636.0;72AAC84F;804;English;31;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c94ff5d1ccd97cdc7d87;67633e21c1dbfc7844faf425;APPROVED;Not Applicable;2025-05-28T08:29:13.990000Z;2025-05-28T08:42:10.241000Z;2025-05-28T08:42:11.490000Z;2025-05-28T08:42:11.107471Z;777.0;72AAC84F;379;English;32;Male;White;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
6836c9515b735dead87ae310;600eccf35bb4996e7d3c694f;APPROVED;Not Applicable;2025-05-28T08:29:09.493000Z;2025-05-28T08:36:48.388000Z;2025-05-28T08:36:49.043000Z;2025-05-28T08:36:48.944474Z;459.0;72AAC84F;3336;English;30;Female;White;United Kingdom;United Kingdom;United Kingdom;English;Yes;Full-Time
6836c9609f43f4c5a216313c;5ca9106716aa84001725d880;APPROVED;Not Applicable;2025-05-28T08:29:26.188000Z;2025-05-28T08:54:55.371000Z;2025-05-28T08:54:57.457000Z;2025-05-28T08:54:55.894157Z;1530.0;72AAC84F;1818;English;33;Female;White;United Kingdom;United Kingdom;United Kingdom;English;DATA_EXPIRED;DATA_EXPIRED
6836c9623c4657061d769b8a;662e3e72d494903379b6956a;APPROVED;Not Applicable;2025-05-28T08:29:40.780000Z;2025-05-28T08:40:59.473000Z;2025-05-28T08:41:00.194000Z;2025-05-28T08:41:00.112053Z;679.0;72AAC84F;1551;English;31;Male;Black;United Kingdom;United Kingdom;United Kingdom;English;No;Full-Time
